Age,Attrition,Department,DistanceFromHome,Education,EmployeeCount,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
31,No,Research & Development,12,3,1,4,Female,3,2,Healthcare Representative,4,5855,Yes,11,3,3,10,2,1,9,7,8,5
40,No,Research & Development,9,4,1,4,Male,3,1,Research Scientist,2,3617,Yes,14,3,4,3,2,3,1,1,0,0
32,No,Research & Development,3,4,1,3,Female,3,2,Manufacturing Director,1,6725,No,12,3,3,8,2,4,8,7,6,3
36,Yes,Sales,3,1,1,3,Male,2,3,Sales Executive,4,10325,Yes,11,3,1,16,6,3,16,7,3,7
33,No,Research & Development,1,3,1,2,Female,2,2,Healthcare Representative,4,6949,No,14,3,1,6,3,3,5,0,1,4
37,Yes,Sales,1,4,1,1,Male,2,3,Sales Executive,3,10609,No,11,3,3,17,2,1,14,1,11,7
45,No,Research & Development,4,2,1,3,Male,3,2,Laboratory Technician,2,4447,No,12,3,2,9,5,2,9,7,0,8
29,No,Sales,20,3,1,3,Female,3,1,Sales Representative,4,2157,No,15,3,2,3,5,3,3,1,0,2
35,No,Sales,18,3,1,3,Female,3,2,Sales Executive,3,4601,No,16,3,2,5,3,3,5,2,1,0
52,No,Research & Development,1,2,1,4,Male,3,4,Manager,4,17099,No,15,3,2,26,2,2,9,8,7,8
58,Yes,Research & Development,2,3,1,4,Male,3,1,Research Scientist,3,2479,No,24,4,1,7,4,3,1,0,0,0
53,No,Sales,2,2,1,3,Male,3,4,Manager,3,14852,No,13,3,3,22,3,4,17,13,15,2
30,No,Sales,8,2,1,3,Male,3,3,Sales Executive,3,7264,No,11,3,1,10,2,4,8,4,7,7
38,No,Sales,10,3,1,3,Female,3,2,Sales Executive,4,5666,Yes,13,3,2,6,1,3,5,3,1,3
35,No,Sales,3,4,1,4,Male,3,3,Sales Executive,4,7823,No,13,3,2,12,2,3,10,9,0,8
39,No,Sales,2,5,1,1,Male,4,3,Sales Executive,3,7880,No,18,3,4,9,3,3,8,7,0,7
40,Yes,Sales,24,3,1,2,Female,4,4,Sales Executive,2,13194,Yes,16,3,4,22,2,2,1,0,0,0
47,No,Research & Development,16,4,1,3,Male,4,2,Manufacturing Director,3,5067,Yes,19,3,3,20,3,4,19,10,2,7
36,No,Sales,8,4,1,1,Male,3,2,Sales Executive,4,5079,No,13,3,4,12,3,3,7,7,0,7
31,Yes,Research & Development,9,2,1,3,Male,2,1,Research Scientist,1,2321,Yes,22,4,1,4,0,3,3,2,1,2
33,No,Sales,17,3,1,4,Male,3,4,Manager,3,17444,No,11,3,4,10,2,3,10,8,6,0
29,Yes,Research & Development,10,3,1,4,Female,2,1,Research Scientist,1,2404,Yes,20,4,3,3,5,3,0,0,0,0
33,No,Research & Development,13,1,1,2,Female,3,1,Research Scientist,4,3452,No,18,3,1,5,4,3,3,2,0,2
45,No,Research & Development,1,4,1,4,Female,3,1,Laboratory Technician,4,2270,No,14,3,4,8,2,3,5,3,0,2
50,No,Research & Development,1,2,1,4,Male,3,4,Research Director,4,17399,No,22,4,3,32,1,2,5,4,1,3
33,No,Research & Development,1,4,1,3,Female,4,2,Healthcare Representative,2,5488,Yes,13,3,1,6,2,3,6,5,1,2
41,No,Research & Development,9,3,1,1,Male,3,5,Research Director,3,19419,No,17,3,2,21,2,4,18,16,0,11
27,No,Research & Development,16,4,1,3,Female,3,1,Laboratory Technician,2,2811,No,14,3,2,4,2,3,2,2,2,2
45,No,Research & Development,23,2,1,4,Male,3,2,Laboratory Technician,1,3633,Yes,15,3,3,9,2,3,9,8,0,8
47,No,Sales,4,2,1,4,Female,3,2,Sales Executive,4,4163,Yes,17,3,3,9,0,3,9,0,0,7
30,Yes,Research & Development,22,3,1,1,Female,3,1,Research Scientist,3,2132,Yes,11,3,2,7,2,3,5,2,0,1
50,No,Research & Development,24,3,1,4,Male,3,4,Manufacturing Director,3,13973,Yes,18,3,4,22,2,3,12,11,1,5
38,No,Research & Development,10,1,1,3,Male,3,1,Research Scientist,3,2684,No,17,3,2,3,0,2,2,1,0,2
46,No,Research & Development,7,2,1,4,Male,3,3,Manufacturing Director,3,10845,No,13,3,2,13,3,3,8,7,0,7
24,No,Research & Development,17,1,1,4,Female,2,2,Manufacturing Director,3,4377,No,15,3,2,5,6,3,4,2,3,2
35,Yes,Research & Development,14,4,1,3,Male,2,1,Laboratory Technician,2,3743,Yes,24,4,4,5,2,1,4,2,0,2
31,No,Research & Development,1,1,1,3,Female,3,2,Manufacturing Director,1,4148,No,12,3,3,4,1,3,4,3,0,3
18,No,Research & Development,5,2,1,2,Male,3,1,Research Scientist,4,1051,No,15,3,4,0,2,3,0,0,0,0
54,No,Research & Development,17,3,1,3,Female,3,3,Manufacturing Director,3,10739,No,11,3,3,22,2,3,10,7,0,8
35,No,Research & Development,25,4,1,3,Female,3,3,Healthcare Representative,3,10388,Yes,11,3,3,16,3,2,16,10,10,1
30,No,Research & Development,8,2,1,2,Female,4,3,Research Director,1,11416,Yes,12,3,3,9,4,2,8,7,1,7
20,Yes,Research & Development,11,3,1,4,Female,2,1,Research Scientist,1,2600,Yes,15,3,1,1,2,3,1,0,0,0
30,Yes,Research & Development,5,3,1,2,Female,3,1,Laboratory Technician,2,2422,No,17,3,1,4,3,3,3,2,1,2
26,No,Research & Development,2,2,1,4,Male,4,2,Manufacturing Director,4,5472,No,12,3,2,8,2,3,8,7,1,3
22,No,Research & Development,8,1,1,2,Male,1,1,Laboratory Technician,1,2451,No,15,3,1,4,3,2,4,3,1,1
48,No,Research & Development,6,3,1,1,Male,2,2,Healthcare Representative,3,4240,No,13,3,4,19,0,3,2,2,2,2
48,No,Research & Development,4,4,1,3,Male,2,3,Healthcare Representative,3,10999,No,14,3,2,27,3,3,15,11,4,8
41,No,Research & Development,7,2,1,4,Female,3,2,Manufacturing Director,3,5003,No,14,3,2,8,6,3,2,2,2,1
39,No,Research & Development,1,1,1,4,Female,2,4,Manufacturing Director,4,12742,No,16,3,3,21,3,3,21,6,11,8
27,No,Research & Development,2,4,1,1,Female,3,2,Manufacturing Director,4,4227,No,18,3,2,4,2,3,3,2,2,2
35,No,Research & Development,10,3,1,2,Male,3,1,Laboratory Technician,4,3917,No,20,4,1,3,4,2,3,2,1,2
42,No,Sales,5,2,1,4,Male,3,5,Manager,3,18303,No,13,3,2,21,3,4,1,0,0,0
50,No,Research & Development,9,3,1,1,Male,3,1,Laboratory Technician,4,2380,No,18,3,2,8,5,3,1,0,0,0
59,No,Research & Development,2,3,1,3,Female,2,4,Manufacturing Director,4,13726,Yes,13,3,1,30,4,3,5,3,4,3
37,Yes,Research & Development,11,2,1,1,Female,1,2,Healthcare Representative,2,4777,No,15,3,1,15,2,1,1,0,0,0
55,No,Research & Development,18,4,1,3,Male,3,2,Healthcare Representative,2,6385,Yes,14,3,4,17,3,3,8,7,6,7
41,No,Research & Development,7,1,1,2,Female,1,5,Research Director,3,19973,No,22,4,2,21,3,3,21,16,5,10
38,No,Sales,3,4,1,2,Male,3,2,Sales Executive,4,6861,Yes,12,3,3,19,1,3,1,0,0,0
26,Yes,Sales,29,2,1,2,Male,1,2,Sales Executive,1,4969,No,18,3,4,7,6,3,2,2,2,2
52,Yes,Sales,2,1,1,1,Female,1,5,Manager,4,19845,No,15,3,4,33,3,3,32,14,6,9
44,No,Sales,28,3,1,4,Female,4,4,Sales Executive,4,13320,Yes,18,3,3,23,2,3,12,11,11,11
50,No,Sales,1,3,1,4,Female,3,2,Sales Executive,3,6347,No,12,3,1,19,3,3,18,7,0,13
36,Yes,Research & Development,16,4,1,3,Female,4,1,Laboratory Technician,1,2743,No,16,3,3,18,1,3,17,13,15,14
39,No,Research & Development,22,3,1,4,Female,3,3,Manufacturing Director,1,10880,Yes,13,3,3,21,2,3,21,6,2,8
33,No,Sales,8,1,1,2,Female,2,1,Sales Representative,4,2342,No,19,3,4,3,2,2,2,2,2,2
45,No,Sales,11,2,1,4,Female,3,4,Manager,4,17650,No,13,3,2,26,4,4,9,3,1,1
32,No,Research & Development,29,4,1,4,Female,3,1,Laboratory Technician,3,4025,No,12,3,2,10,2,3,8,7,7,7
34,No,Sales,1,4,1,2,Male,4,2,Sales Executive,4,9725,No,11,3,4,16,2,2,15,1,0,9
59,No,Sales,1,2,1,2,Male,3,3,Manager,4,11904,Yes,14,3,3,14,1,1,6,4,0,4
45,No,Human Resources,24,4,1,2,Male,3,1,Human Resources,2,2177,No,16,3,1,6,3,3,6,3,0,4
53,No,Sales,2,3,1,3,Female,2,3,Sales Executive,2,7525,No,12,3,1,30,2,3,15,7,6,12
36,Yes,Research & Development,15,3,1,1,Male,3,2,Laboratory Technician,3,4834,No,14,3,2,9,3,2,1,0,0,0
26,Yes,Research & Development,2,3,1,1,Male,3,1,Research Scientist,1,2042,Yes,14,3,2,6,2,3,3,2,1,2
34,No,Sales,10,4,1,3,Female,3,1,Sales Representative,3,2220,Yes,19,3,4,1,2,3,1,1,0,0
28,No,Sales,10,1,1,4,Male,3,1,Sales Representative,2,1052,No,22,4,2,1,5,3,1,0,0,0
38,No,Research & Development,3,4,1,3,Male,3,1,Research Scientist,3,2821,No,16,3,1,8,2,3,2,2,2,2
50,No,Research & Development,2,4,1,2,Male,3,5,Research Director,3,19237,Yes,11,3,4,29,2,2,8,1,7,7
37,No,Research & Development,3,3,1,4,Female,3,2,Healthcare Representative,2,4107,No,15,3,1,8,3,2,4,3,0,1
40,No,Sales,26,3,1,3,Male,3,2,Sales Executive,1,8396,No,14,3,2,8,3,2,7,7,7,5
26,No,Research & Development,1,1,1,1,Female,2,1,Research Scientist,3,2007,No,13,3,3,5,5,3,5,3,1,3
46,No,Research & Development,1,4,1,4,Male,3,5,Research Director,4,19627,No,17,3,4,23,0,3,2,2,2,2
54,No,Sales,2,4,1,3,Female,2,3,Sales Executive,3,10686,No,11,3,2,13,4,3,9,4,7,0
56,No,Research & Development,9,3,1,1,Female,3,1,Research Scientist,3,2942,No,19,3,2,18,4,3,5,4,0,3
36,No,Research & Development,12,5,1,4,Female,2,3,Manufacturing Director,4,8858,No,11,3,2,15,2,2,14,8,7,8
55,No,Research & Development,2,1,1,3,Male,2,4,Manager,1,16756,No,15,3,2,31,3,4,9,7,6,2
43,No,Sales,25,3,1,3,Male,2,3,Sales Executive,4,10798,No,13,3,3,18,5,3,1,0,0,0
20,Yes,Sales,9,3,1,4,Female,3,1,Sales Representative,4,2323,Yes,14,3,2,2,3,3,2,2,0,2
21,Yes,Research & Development,10,3,1,3,Female,2,1,Laboratory Technician,1,1416,No,13,3,1,1,6,2,1,0,1,0
46,No,Research & Development,8,4,1,4,Female,2,2,Research Scientist,1,4615,Yes,23,4,1,19,2,3,16,13,1,7
51,Yes,Research & Development,4,4,1,1,Male,3,1,Research Scientist,3,2461,Yes,12,3,3,18,2,4,10,0,2,7
28,Yes,Research & Development,24,2,1,2,Male,2,3,Healthcare Representative,1,8722,No,12,3,1,10,2,2,10,7,1,9
26,No,Research & Development,1,2,1,1,Male,2,1,Laboratory Technician,1,3955,No,16,3,1,6,2,3,5,3,1,3
30,No,Research & Development,20,3,1,3,Male,3,2,Manufacturing Director,1,9957,No,15,3,3,7,1,2,6,2,0,2
41,No,Research & Development,7,2,1,2,Female,4,1,Research Scientist,3,3376,No,13,3,3,10,3,3,10,6,0,8
38,No,Research & Development,17,1,1,3,Female,2,3,Healthcare Representative,3,8823,No,18,3,1,20,4,2,19,9,1,9
40,No,Research & Development,20,4,1,1,Male,3,3,Healthcare Representative,4,10322,No,20,4,4,14,6,3,11,10,11,1
27,No,Research & Development,8,5,1,1,Male,1,1,Laboratory Technician,3,4621,No,19,3,4,3,4,3,3,2,1,2
55,No,Research & Development,2,1,1,4,Male,3,3,Manufacturing Director,2,10976,No,18,3,2,23,4,3,3,2,1,2
28,No,Research & Development,10,3,1,3,Female,3,2,Research Scientist,3,3660,No,13,3,4,10,4,4,8,7,1,7
44,Yes,Human Resources,1,2,1,2,Male,2,3,Human Resources,1,10482,No,14,3,4,24,1,3,20,6,3,6
33,No,Research & Development,5,3,1,4,Male,2,3,Healthcare Representative,4,7119,No,15,3,3,9,2,3,3,2,1,2
35,Yes,Sales,4,3,1,4,Male,3,3,Sales Executive,1,9582,Yes,22,4,1,9,2,3,8,7,4,7
33,Yes,Research & Development,29,4,1,1,Female,2,2,Research Scientist,3,4508,No,22,4,2,14,4,3,13,7,3,8
28,No,Research & Development,15,2,1,1,Male,3,1,Laboratory Technician,3,2207,No,16,3,4,4,5,2,4,2,2,2
34,No,Research & Development,3,1,1,1,Male,3,2,Healthcare Representative,4,7756,No,17,3,3,7,1,2,6,2,0,4
37,No,Sales,10,4,1,4,Female,2,2,Sales Executive,4,6694,Yes,14,3,3,8,5,3,1,0,0,0
25,Yes,Research & Development,4,1,1,4,Male,3,1,Laboratory Technician,4,3691,Yes,15,3,2,7,3,4,7,7,5,6
26,Yes,Research & Development,21,3,1,1,Male,3,1,Laboratory Technician,3,2377,No,20,4,3,1,0,2,1,1,0,0
33,Yes,Research & Development,25,3,1,1,Male,2,1,Research Scientist,2,2313,Yes,20,4,2,5,0,3,2,2,2,2
42,No,Research & Development,2,2,1,4,Male,3,4,Manager,1,17665,No,17,3,4,23,3,3,22,6,13,7
28,Yes,Research & Development,1,3,1,1,Male,2,1,Laboratory Technician,2,2596,No,15,3,1,1,2,3,1,0,0,0
50,Yes,Sales,1,4,1,4,Male,3,2,Sales Executive,3,4728,Yes,14,3,4,5,4,3,0,0,0,0
33,No,Sales,7,3,1,4,Female,3,2,Sales Executive,2,4302,No,17,3,3,4,3,3,3,2,0,2
34,No,Research & Development,3,4,1,3,Male,2,1,Research Scientist,4,2979,No,17,3,4,6,2,3,0,0,0,0
48,No,Research & Development,1,4,1,1,Male,4,4,Manager,4,16885,No,22,4,3,27,3,2,5,4,2,1
45,No,Sales,9,4,1,2,Female,2,2,Sales Executive,3,5593,No,13,3,4,15,2,3,15,10,4,12
52,No,Research & Development,7,4,1,2,Male,3,3,Healthcare Representative,2,10445,No,19,3,4,18,4,3,8,6,4,0
38,No,Sales,10,4,1,3,Male,2,3,Sales Executive,3,8740,Yes,14,3,2,9,2,3,8,7,2,7
29,No,Research & Development,28,4,1,3,Female,3,1,Research Scientist,4,2514,No,22,4,1,11,1,3,7,5,1,7
28,No,Research & Development,3,3,1,4,Female,3,3,Manufacturing Director,2,7655,No,17,3,2,10,3,2,9,7,1,7
46,No,Sales,3,1,1,1,Male,3,4,Manager,3,17465,No,12,3,4,23,3,3,12,9,4,9
38,No,Sales,2,2,1,4,Male,3,3,Sales Executive,2,7351,No,16,3,3,10,2,3,1,0,0,0
43,No,Research & Development,27,3,1,3,Female,3,3,Manufacturing Director,1,10820,No,11,3,3,18,1,3,8,7,0,1
39,Yes,Research & Development,2,3,1,1,Male,3,4,Healthcare Representative,4,12169,No,11,3,4,21,4,3,18,7,11,5
40,No,Research & Development,14,3,1,3,Male,2,5,Research Director,3,19626,No,14,3,1,21,2,4,20,7,4,9
21,No,Research & Development,1,1,1,4,Female,2,1,Research Scientist,2,2070,Yes,11,3,3,2,6,4,2,2,2,2
39,No,Research & Development,9,3,1,3,Male,3,2,Laboratory Technician,2,6782,No,15,3,3,9,2,2,5,4,0,3
36,No,Research & Development,18,4,1,1,Male,3,2,Manufacturing Director,4,7779,No,20,4,1,18,0,3,11,9,0,9
31,No,Sales,20,3,1,3,Male,4,1,Sales Representative,4,2791,No,12,3,1,3,4,3,2,2,2,2
28,No,Research & Development,2,1,1,1,Male,2,1,Research Scientist,2,3201,No,17,3,1,6,2,1,5,3,0,4
35,No,Sales,11,2,1,4,Male,3,2,Sales Executive,4,4968,No,11,3,4,5,3,3,5,2,0,2
49,No,Sales,8,4,1,4,Male,2,4,Sales Executive,2,13120,No,17,3,2,22,3,3,9,8,2,3
34,No,Research & Development,2,2,1,4,Male,3,2,Manufacturing Director,3,4033,No,11,3,4,5,3,2,3,2,0,2
29,No,Research & Development,10,3,1,4,Female,3,1,Research Scientist,2,3291,No,14,3,4,8,2,2,7,5,1,1
42,No,Research & Development,29,3,1,2,Male,1,2,Laboratory Technician,4,4272,No,19,3,1,16,3,3,1,0,0,0
29,No,Research & Development,8,1,1,2,Male,2,2,Manufacturing Director,4,5056,Yes,15,3,3,10,2,2,10,7,1,2
38,No,Human Resources,1,3,1,3,Male,4,1,Human Resources,3,2844,No,13,3,4,7,2,4,7,6,5,0
28,No,Research & Development,6,3,1,3,Male,2,1,Research Scientist,3,2703,Yes,14,3,4,3,2,3,3,1,0,2
18,Yes,Research & Development,8,1,1,3,Male,3,1,Laboratory Technician,3,1904,No,12,3,4,0,0,3,0,0,0,0
33,Yes,Sales,9,4,1,1,Female,3,2,Sales Executive,1,8224,Yes,17,3,1,6,3,3,5,2,0,3
41,No,Research & Development,12,4,1,2,Male,3,1,Laboratory Technician,4,4766,Yes,11,3,1,6,4,3,1,0,0,0
31,Yes,Research & Development,15,3,1,3,Male,3,1,Laboratory Technician,3,2610,No,12,3,3,2,5,2,2,2,2,2
37,No,Research & Development,25,2,1,3,Female,2,2,Healthcare Representative,4,5731,No,13,3,3,9,2,3,6,2,1,3
27,No,Research & Development,6,3,1,4,Male,2,1,Research Scientist,3,2539,No,13,3,3,4,0,3,4,2,2,2
34,No,Sales,9,1,1,2,Female,3,2,Sales Executive,3,5714,No,20,4,1,6,3,2,6,5,1,3
35,No,Human Resources,8,4,1,3,Male,3,1,Human Resources,3,4323,No,17,3,2,6,2,1,5,4,1,4
29,Yes,Sales,23,1,1,4,Female,2,3,Sales Executive,1,7336,No,13,3,1,11,3,1,11,8,3,10
40,No,Research & Development,9,4,1,2,Female,3,3,Research Director,3,13499,No,17,3,3,20,3,2,18,7,2,13
42,Yes,Sales,12,3,1,3,Male,3,4,Sales Executive,1,13758,Yes,12,3,2,22,2,2,21,9,13,14
42,No,Sales,4,4,1,2,Male,3,2,Sales Executive,1,5155,No,13,3,4,9,3,4,6,4,1,5
35,No,Research & Development,1,4,1,4,Male,2,1,Laboratory Technician,3,2258,No,12,3,2,10,2,3,8,0,1,7
24,No,Research & Development,24,3,1,4,Male,3,1,Laboratory Technician,2,3597,No,22,4,4,6,2,3,4,3,1,2
28,Yes,Research & Development,12,1,1,3,Female,3,1,Laboratory Technician,4,2515,Yes,11,3,4,1,4,2,1,1,0,0
26,No,Research & Development,3,4,1,1,Male,4,1,Laboratory Technician,4,4420,No,22,4,2,8,2,3,8,7,0,7
30,No,Sales,10,3,1,3,Male,2,2,Sales Executive,3,6578,No,18,3,1,10,3,3,10,3,1,4
40,No,Research & Development,26,2,1,3,Female,2,2,Research Scientist,4,4422,Yes,13,3,4,16,3,1,1,1,0,0
35,No,Research & Development,2,3,1,3,Male,2,3,Manufacturing Director,2,10274,No,18,3,2,15,2,4,7,7,6,4
34,No,Research & Development,1,3,1,4,Male,2,2,Healthcare Representative,1,5343,No,20,4,3,14,3,3,13,9,4,9
35,No,Research & Development,4,4,1,4,Male,2,1,Laboratory Technician,4,2376,No,13,3,2,2,2,4,2,2,2,2
43,Yes,Sales,9,3,1,1,Female,1,2,Sales Executive,3,5346,No,13,3,2,7,2,2,4,3,1,3
32,No,Sales,2,1,1,3,Female,3,1,Sales Representative,1,2827,No,12,3,3,1,3,3,1,0,0,0
56,No,Research & Development,4,4,1,4,Female,3,5,Manager,1,19943,No,13,3,4,28,2,3,5,2,4,2
29,No,Research & Development,6,1,1,2,Female,3,1,Laboratory Technician,4,3131,No,13,3,1,10,5,3,10,8,0,8
19,No,Research & Development,9,2,1,3,Male,3,1,Research Scientist,1,2552,No,25,4,3,1,4,3,1,1,0,0
45,No,Research & Development,7,3,1,1,Female,3,1,Research Scientist,3,4477,Yes,19,3,3,7,2,2,3,2,0,2
37,No,Research & Development,1,3,1,4,Female,2,2,Manufacturing Director,4,6474,No,13,3,2,14,2,2,14,8,3,11
20,No,Research & Development,3,3,1,1,Male,2,1,Laboratory Technician,3,3033,No,12,3,1,2,2,2,2,2,1,2
44,Yes,Research & Development,10,4,1,3,Male,3,1,Research Scientist,3,2936,Yes,11,3,3,6,4,3,6,4,0,2
53,No,Research & Development,7,2,1,4,Female,3,5,Manager,3,18606,No,18,3,2,26,6,3,7,7,4,7
29,No,Research & Development,15,1,1,2,Female,1,1,Research Scientist,4,2168,Yes,18,3,1,6,2,2,5,4,1,3
22,Yes,Research & Development,3,4,1,3,Male,2,1,Research Scientist,4,2853,Yes,11,3,2,1,5,3,0,0,0,0
46,No,Sales,2,3,1,3,Female,3,4,Manager,1,17048,No,23,4,1,28,2,3,26,15,15,9
44,No,Research & Development,17,3,1,4,Male,1,1,Research Scientist,3,2290,No,13,3,4,6,3,3,0,0,0,0
33,No,Human Resources,2,3,1,2,Male,3,1,Human Resources,3,3600,No,13,3,4,5,2,3,5,4,1,4
41,Yes,Research & Development,5,2,1,1,Male,2,1,Research Scientist,1,2107,No,17,3,1,5,2,1,1,0,0,0
30,No,Sales,29,4,1,3,Male,3,2,Sales Executive,1,4115,No,19,3,3,8,3,3,4,3,0,3
40,No,Sales,2,4,1,2,Male,3,2,Sales Executive,2,4327,No,12,3,4,5,2,3,0,0,0,0
50,No,Research & Development,2,3,1,4,Female,3,4,Manager,1,17856,No,22,4,3,32,3,3,2,2,2,2
28,No,Research & Development,19,4,1,4,Male,2,1,Laboratory Technician,1,3196,No,12,3,3,6,2,3,6,5,3,3
46,No,Research & Development,15,2,1,4,Male,3,5,Research Director,2,19081,No,11,3,1,25,2,3,4,2,0,3
35,No,Sales,17,4,1,3,Male,3,2,Sales Executive,1,8966,Yes,15,3,4,15,2,3,7,7,1,7
24,Yes,Research & Development,17,2,1,4,Female,3,1,Laboratory Technician,2,2210,No,13,3,1,1,3,1,1,0,0,0
33,No,Sales,25,3,1,2,Female,3,2,Sales Executive,3,4539,No,12,3,1,10,3,2,10,7,0,1
36,No,Research & Development,6,4,1,3,Male,1,1,Laboratory Technician,3,2741,No,14,3,3,7,4,3,7,7,1,7
30,No,Research & Development,7,4,1,3,Male,3,2,Laboratory Technician,3,3491,No,13,3,1,10,4,2,10,7,8,9
44,No,Research & Development,29,4,1,4,Male,3,2,Research Scientist,4,4541,No,25,4,2,20,3,3,20,11,13,17
20,No,Sales,21,3,1,3,Male,4,1,Sales Representative,4,2678,No,17,3,4,2,2,3,2,1,2,2
46,No,Research & Development,2,4,1,4,Male,3,2,Manufacturing Director,4,7379,No,11,3,3,12,3,2,6,3,1,4
42,No,Human Resources,2,5,1,4,Male,4,2,Human Resources,1,6272,No,16,3,1,10,3,4,4,3,0,3
60,No,Sales,7,4,1,2,Male,4,2,Sales Executive,4,5220,Yes,18,3,2,12,3,3,11,7,1,9
32,No,Research & Development,13,3,1,3,Female,2,1,Laboratory Technician,2,2743,No,20,4,3,2,2,3,2,2,2,2
32,No,Research & Development,2,2,1,4,Female,3,2,Research Scientist,3,4998,Yes,14,3,4,10,2,3,8,7,0,7
36,No,Research & Development,1,3,1,3,Female,1,3,Manufacturing Director,1,10252,Yes,21,4,3,17,2,3,7,7,7,7
33,No,Research & Development,9,3,1,1,Male,3,1,Research Scientist,4,2781,No,13,3,2,15,5,3,14,10,4,10
40,No,Sales,10,3,1,2,Female,2,2,Sales Executive,2,6852,No,12,3,2,7,2,4,5,1,1,3
25,No,Sales,10,4,1,3,Male,3,2,Sales Executive,4,4950,No,14,3,2,5,4,3,4,3,1,1
30,No,Research & Development,1,3,1,4,Male,3,1,Research Scientist,2,3579,Yes,21,4,1,12,2,3,11,9,5,7
42,No,Research & Development,26,5,1,1,Female,3,3,Research Director,1,13191,Yes,17,3,3,20,6,3,1,0,0,0
35,No,Sales,8,2,1,3,Female,2,3,Sales Executive,4,10377,Yes,11,3,2,16,6,2,13,2,4,12
27,No,Research & Development,14,3,1,1,Male,3,1,Research Scientist,1,2235,Yes,14,3,4,9,3,2,9,7,6,8
54,No,Research & Development,1,4,1,4,Female,3,3,Manufacturing Director,3,10502,No,17,3,1,33,2,1,5,4,1,4
44,No,Research & Development,2,1,1,1,Female,4,1,Research Scientist,4,2011,No,13,3,4,10,5,3,10,5,7,7
19,Yes,Research & Development,10,3,1,1,Female,2,1,Research Scientist,2,1859,Yes,25,4,2,1,2,4,1,1,0,0
29,No,Research & Development,1,3,1,1,Female,3,1,Research Scientist,4,3760,No,15,3,1,3,5,3,3,2,1,2
54,No,Research & Development,3,3,1,4,Male,3,4,Research Director,4,17779,No,14,3,1,36,2,3,10,9,0,9
31,No,Research & Development,11,2,1,3,Male,3,2,Healthcare Representative,1,6833,Yes,12,3,4,6,2,2,6,5,0,1
31,No,Research & Development,24,3,1,3,Female,2,2,Healthcare Representative,1,6812,No,19,3,2,10,2,3,10,9,1,8
59,No,Sales,3,3,1,3,Female,2,2,Sales Executive,4,5171,No,17,3,4,13,2,3,6,1,0,5
43,No,Research & Development,3,3,1,3,Male,1,5,Research Director,4,19740,No,14,3,2,25,2,3,8,7,0,7
49,No,Research & Development,4,2,1,1,Male,2,5,Manager,3,18711,No,13,3,3,23,2,4,1,0,0,0
36,No,Research & Development,3,3,1,3,Male,3,1,Research Scientist,2,3692,No,12,3,3,12,2,2,11,10,0,7
48,No,Research & Development,2,2,1,4,Male,4,1,Laboratory Technician,2,2559,No,11,3,3,7,4,2,1,0,0,0
27,No,Research & Development,4,2,1,1,Male,3,1,Research Scientist,3,2517,No,11,3,2,5,2,3,5,3,0,3
29,No,Research & Development,7,3,1,3,Male,3,2,Healthcare Representative,4,6623,Yes,11,3,2,6,2,3,6,0,1,0
48,No,Research & Development,1,3,1,4,Male,2,5,Research Director,4,18265,No,12,3,3,25,3,4,1,0,0,0
29,No,Research & Development,1,3,1,4,Female,2,4,Research Director,4,16124,No,14,3,2,9,2,2,7,7,1,7
34,No,Research & Development,20,3,1,3,Female,4,1,Research Scientist,3,2585,No,17,3,4,2,5,2,1,0,0,0
44,No,Sales,5,3,1,2,Male,3,5,Manager,2,18213,No,11,3,3,26,5,3,22,9,3,10
33,No,Sales,10,5,1,4,Male,4,3,Sales Executive,3,8380,Yes,14,3,4,10,3,3,9,8,0,8
19,No,Research & Development,25,3,1,2,Female,4,1,Research Scientist,4,2994,Yes,12,3,4,1,2,3,1,0,0,1
23,No,Research & Development,1,2,1,4,Male,3,1,Research Scientist,3,1223,No,22,4,4,1,2,3,1,0,0,1
25,Yes,Sales,24,1,1,3,Male,1,1,Sales Representative,4,1118,Yes,14,3,4,1,4,3,1,0,1,0
26,No,Research & Development,4,2,1,3,Male,3,1,Research Scientist,4,2875,Yes,20,4,2,8,2,2,8,5,2,2
45,Yes,Sales,2,3,1,1,Female,1,5,Manager,2,18824,Yes,16,3,1,26,2,3,24,10,1,11
55,No,Research & Development,8,1,1,4,Male,2,4,Healthcare Representative,2,13577,Yes,15,3,4,34,3,3,33,9,15,0
21,Yes,Research & Development,10,2,1,1,Female,2,1,Laboratory Technician,3,2625,No,20,4,3,2,2,1,2,2,2,2
46,No,Sales,4,2,1,4,Female,2,5,Manager,2,18789,No,14,3,3,26,2,3,11,4,0,8
34,No,Sales,2,3,1,3,Female,3,2,Sales Executive,1,4538,Yes,12,3,4,4,3,3,3,2,0,2
51,No,Sales,9,3,1,4,Male,3,5,Manager,2,19847,Yes,24,4,1,31,5,2,29,10,11,10
59,No,Research & Development,18,4,1,4,Male,3,3,Manufacturing Director,4,10512,No,12,3,4,25,6,2,9,7,5,4
34,No,Research & Development,19,3,1,3,Female,3,2,Laboratory Technician,2,4444,No,13,3,3,15,2,4,11,8,5,10
